,entities,relations,sentences
996,"[[(u'Digital libraries and archives', u'Material'), (u'Semantic Web ( SW )', u'Method'), (u'end-user functions', u'OtherScientificTerm')], [(u'`` Image Preser- vation', u'Metric'), (u'Information Systems', u'Task'), (u'digital library application', u'Task'), (u'semantically modeled data', u'Material')], [(u'library and archive scenarios', u'OtherScientificTerm'), (u'photographic prints', u'Material'), (u'negatives', u'OtherScientificTerm'), (u'drawings', u'Material'), (u'periodicals', u'Material'), (u'books', u'Material')], [(u'system', u'Generic')], [(u'algorithms', u'Generic'), (u'processing information', u'Task'), (u'it', u'Generic'), (u'model', u'Generic'), (u'user interface', u'OtherScientificTerm'), (u'user input', u'OtherScientificTerm'), (u'model', u'Generic')], [(u'problem', u'Generic'), (u'full-text search mechanisms', u'Method'), (u'record display configuration', u'OtherScientificTerm')]]","[[], [(u'Information Systems', u'HYPONYM-OF', u'digital library application'), (u'back-end of semantically modeled data', u'USED-FOR', u'digital library application'), (u'semantically modeled data', u'USED-FOR', u'digital library application')], [(u'photographic prints', u'CONJUNCTION', u'negatives'), (u'photographic prints', u'CONJUNCTION', u'drawings'), (u'negatives', u'CONJUNCTION', u'drawings'), (u'negatives', u'CONJUNCTION', u'periodicals'), (u'drawings', u'CONJUNCTION', u'periodicals'), (u'drawings', u'CONJUNCTION', u'books'), (u'periodicals', u'CONJUNCTION', u'books')], [], [(u'algorithms', u'USED-FOR', u'processing information')], [(u'full-text search mechanisms', u'CONJUNCTION', u'record display configuration')]]","[u'Digital libraries and archives stand to benefit greatly from the Semantic Web ( SW ) , which may provide a basis for novel end-user functions targeted at research and teaching .', u""The project `` Image Preser- vation , Information Systems , Access and Research '' seeks to develop an adaptable digital library application based on a back-end of semantically modeled data ."", u""By `` adaptable '' we mean able to adapt to diverse library and archive scenarios , especially involving the integration of dierent types of material ( photographic prints , negatives , drawings , periodicals , books , etc . )"", u'in a single system .', u'A problem we have encountered is : the design of algorithms for processing information as it moves from the model to the user interface , and , following user input , from the interface back into the model .', u'In this paper we discuss two specific issues that are encompassed by this general problem : full-text search mechanisms and record display configuration .']"
997,"[[(u'Ontologies', u'Material'), (u'life and clinical sciences', u'Task'), (u'Semantic Web', u'Task')], [(u'Domain experts', u'OtherScientificTerm')], [(u'ontology', u'OtherScientificTerm')], [(u'knowledge', u'Generic')], [(u'model exploration', u'Task')], [(u'ontology', u'OtherScientificTerm'), (u'ontology engineers', u'Task'), (u'ontology', u'OtherScientificTerm')], [], [(u'ontology', u'OtherScientificTerm')]]","[[(u'life and clinical sciences', u'CONJUNCTION', u'Semantic Web')], [], [], [], [], [], [], []]","[u'Ontologies play an increasingly important role in areas such as the life and clinical sciences and the Semantic Web .', u'Domain experts , i.e .', u'biologists and clinicians , build and re-use ( parts of ) ontologies , and make use of reasoners to explicate some of the knowledge captured in an ontology .', u'Understanding this knowledge is a highly complex task for which some tool support has recently become available , yet it has also become clear that more support is needed .', u'The goal of this work was to investigate whether model exploration , i.e .', u'the interactive generation and presentation of models of an ontology , can be used to help ontology engineers understand the knowledge captured in an ontology .', u'In order to achieve this goal , a Protege 4 plug-in supporting generation of and interaction with models was implemented .', u'In addition , a pilot study was carried out to evaluate its effectiveness in supporting users in understanding an ontology .']"
998,"[[(u'ontology', u'OtherScientificTerm')], [(u'semantic Web', u'Task'), (u'ontology', u'OtherScientificTerm')], [(u'ontologies', u'OtherScientificTerm')], [(u'ontology side', u'OtherScientificTerm')], [(u'domain', u'OtherScientificTerm')], [(u'ontology', u'OtherScientificTerm'), (u'knowledge data', u'Material')], [(u'ontology reliability', u'Metric')], [(u'methodology', u'Generic'), (u'ontology', u'Task'), (u'WordNet', u'Material'), (u'automatic ontology building system', u'Method')], [(u'ontology', u'OtherScientificTerm')]]","[[], [], [], [], [], [], [], [(u'methodology', u'USED-FOR', u'ontology'), (u'WordNet', u'USED-FOR', u'methodology')], []]","[u'Nowadays , ontology is being studied on the various parts .', u'Especially , as the study on the semantic Web has actively progressed , the applicable range of the ontology is getting wide .', u'At the result , many ontologies are existed in the web .', u'Based on this theory , several problems happened on the ontology side .', u'Among these problems , the significant issue is how to address the heterogeneity and consistency between the ontologies that were made about the same domain .', u'In this paper , we give the possibility for building the ontology automatically based on the existing knowledge data .', u'And we could expect to address the problem of the ontology reliability .', u'In this paper , we suggest the new methodology for building the ontology automatically based on the WordNet and we design and implement the automatic ontology building system .', u'Thus , we could expect that the users are able to build the ontology more consistently and easily .']"
999,"[[(u'semantic information', u'OtherScientificTerm'), (u'MOJOHON architecture', u'Method'), (u'message exchanging', u'Task')], [(u'S-MOJOHON', u'Method'), (u'distributed application', u'Task'), (u'abstraction', u'Task'), (u'communication facilities', u'OtherScientificTerm'), (u'context information', u'OtherScientificTerm'), (u'ontology', u'OtherScientificTerm')], [(u'S-MOJOHON', u'Method'), (u'multimedia flow', u'OtherScientificTerm'), (u'autonomous systems', u'Method')], [(u'ontology', u'OtherScientificTerm'), (u'RDF documents', u'Material'), (u'semantic web framework', u'Method'), (u'reasoning engine', u'Method')], [(u'S-MOJOHON', u'Method'), (u'knowledge base', u'Material')]]","[[], [(u'ontology', u'USED-FOR', u'context information')], [(u'S-MOJOHON', u'USED-FOR', u'proofof-concept implementation')], [(u'semantic web framework', u'USED-FOR', u'RDF documents'), (u'semantic web framework', u'CONJUNCTION', u'reasoning engine')], []]","[u'This paper presents our efforts on adding semantic information to our MOJOHON architecture creating S- MOJOHON - Semantic , Modular , Java-oriented and Hostile NAT-proof - middleware for message exchanging .', u'We developed S-MOJOHON aiming at allowing the communication among two or more instances of a distributed application while maintaining a high level of abstraction with respect to the communication facilities available and exploiting context information provided by an ontology .', u'In our proofof-concept implementation , we use S-MOJOHON to select a rendezvous point for a multimedia flow using information about which autonomous systems it belongs to and its uptime .', u'We represent these information using an ontology developed by us , which produces RDF documents that are handled by a semantic web framework and a reasoning engine .', u'In preliminary tests , S-MOJOHON were able to successfully select the best rendezvous point considering information provided by the knowledge base .']"
1000,"[[(u'Semantic Web knowledge representation standards', u'Method'), (u'RDF', u'Method'), (u'OWL', u'Material')], [(u'knowledge representation formalisms', u'Method'), (u'logical entailment', u'Method'), (u'central design criterion', u'OtherScientificTerm')], [(u'decidable formalisms', u'Method')], [], [(u'undecidable formalisms', u'Method'), (u'first-order predicate logic', u'OtherScientificTerm')], [(u'ontology language OWL 2', u'Material'), (u'approach', u'Generic'), (u'role model', u'Method'), (u'knowledge representation formalisms', u'Task')]]","[[(u'RDF', u'HYPONYM-OF', u'Semantic Web knowledge representation standards'), (u'RDF', u'CONJUNCTION', u'OWL'), (u'OWL', u'HYPONYM-OF', u'Semantic Web knowledge representation standards')], [], [], [], [], [(u'approach', u'USED-FOR', u'knowledge representation formalisms'), (u'role model', u'USED-FOR', u'knowledge representation formalisms'), (u'Conceptual Structures community', u'USED-FOR', u'knowledge representation formalisms')]]","[u'Semantic Web knowledge representation standards such as RDF and OWL have gained momentum in the last years and are widely applied today .', u'In the course of the standardization process of these and other knowledge representation formalisms , decidability of logical entailment has often been advocated as a central design criterion .', u'On the other hand , restricting to decidable formalisms inevitably comes with constraints in terms of modeling power .', u'Therefore , in this paper , we examine the requirement of decidability and weigh its importance in different scenarios .', u'Subsequently , we discuss a way to establish incomplete - yet useful - reasoning support for undecidable formalisms by deploying machinery from the successful domain of theorem proving in first-order predicate logic .', u'While elaborating on the undecidable variants of the ontology language OWL 2 as our primary examples , we argue that this approach could likewise serve as a role model for knowledge representation formalisms from the Conceptual Structures community .']"
1001,"[[(u'Description logics', u'Method'), (u'knowledge-based systems', u'Method'), (u'real-life applications', u'Task')], [(u'Description Logic Handbook', u'Method'), (u'implementation', u'Task')], [(u'knowledge representation systems', u'Method'), (u'description logics', u'Method')], [(u'ontology languages', u'Material'), (u'semantic web', u'Task')], [(u'knowledge representation', u'Task'), (u'artificial intelligence courses', u'Material')]]","[[(u'Description logics', u'USED-FOR', u'real-life applications')], [(u'implementation', u'CONJUNCTION', u'applications')], [(u'description logics', u'USED-FOR', u'knowledge representation systems')], [(u'ontology languages', u'USED-FOR', u'semantic web')], [(u'knowledge representation', u'CONJUNCTION', u'artificial intelligence courses')]]","[u'Description logics are embodied in several knowledge-based systems and are used to develop various real-life applications .', u'Now in paperback , The Description Logic Handbook provides a thorough account of the subject , covering all aspects of research in this field , namely : theory , implementation , and applications .', u'Its appeal will be broad , ranging from more theoretically oriented readers , to those with more practically oriented interests who need a sound and modern understanding of knowledge representation systems based on description logics .', u'As well as general revision throughout the book , this new edition presents a new chapter on ontology languages for the semantic web , an area of great importance for the future development of the web .', u'In sum , the book will serve as a unique resource for the subject , and can also be used for self-study or as a reference for knowledge representation and artificial intelligence courses .']"
1002,"[[(u'online data sets', u'Material'), (u'hardware platforms', u'OtherScientificTerm'), (u'set-top boxes', u'OtherScientificTerm'), (u'mobile phones', u'OtherScientificTerm')], [(u'systems', u'Generic'), (u'user model', u'Method'), (u'system', u'Generic')], [(u'iFanzy', u'Method'), (u'context-sensitive personalized TV guide', u'OtherScientificTerm'), (u'user model', u'Method'), (u'Semantic Web techniques', u'Method'), (u'activities', u'Generic')], [(u""'cold start ' problem"", u'Task'), (u'user data', u'Material'), (u'iFanzy online applications', u'Task')], [(u'background ontological knowledge', u'OtherScientificTerm'), (u'imported concepts', u'OtherScientificTerm'), (u'iFanzy', u'Method'), (u'user model', u'Method')]]","[[(u'set-top boxes', u'HYPONYM-OF', u'hardware platforms'), (u'set-top boxes', u'CONJUNCTION', u'mobile phones'), (u'mobile phones', u'HYPONYM-OF', u'hardware platforms')], [], [(u'iFanzy', u'HYPONYM-OF', u'context-sensitive personalized TV guide'), (u'Semantic Web techniques', u'USED-FOR', u'activities')], [], [(u'user model', u'USED-FOR', u'iFanzy')]]","[u'With the rising integration of more and more online data sets with various hardware platforms , such as set-top boxes , mobile phones , it becomes increasingly crucial to have intelligent systems guiding the user through the maze of data .', u'A necessity in such systems is a comprehensive user model which allows the system to know how and what the user might expect .', u""In iFanzy , a context-sensitive personalized TV guide , we amass such a user model by monitoring the user 's actions and behavior and extensively making use of Semantic Web techniques to interpret these activities and offer in the right moment the right content to the user ."", u""We focus on solving the 'cold start ' problem by importing user data from external to iFanzy online applications ."", u'This is realized by exploiting background ontological knowledge to map the imported concepts , so that iFanzy can minimize the effort in accumulating a complete user model .']"
1003,"[[(u'Web environment', u'Task')], [(u'methodologies', u'Generic'), (u'it', u'Generic'), (u'information medium', u'OtherScientificTerm'), (u'machine point of view', u'OtherScientificTerm')], [(u'upgrade', u'Generic'), (u'Web automation capabilities', u'Task')], [(u'digitalised multimedia', u'Material'), (u'Internet adventure', u'Material')], [], [(u'broker component', u'Method'), (u'Semantic Web layered architecture', u'Method')], [], [(u'it', u'Generic'), (u'Intellectual Property Rights ( IPR ) domain', u'Material')]]","[[], [(u'information medium', u'USED-FOR', u'it')], [], [], [], [(u'Semantic Web layered architecture', u'USED-FOR', u'broker component')], [], []]","[u'New approaches in the Web environment are underway .', u'These new methodologies try to leverage it from an information medium to a knowledgeable level , from a machine point of view .', u'This upgrade , mainly focused on improving Web automation capabilities , can solve some of the problems derived from its widespread adoption .', u'Among them , the necessity of a framework to manage the enormous market of digitalised multimedia and to ensure that all the intervening actors get a satisfactory experience from the Internet adventure .', u'An application under development is described and future plans in this direction are presented .', u'A broker component has already been implemented applying a Semantic Web layered architecture .', u'Its mission is to mediate in a restricted community of digital video providers and distributors , benefiting also final purchasers .', u'The intention is to use it as a test bed for this promising initiative and its application in the Intellectual Property Rights ( IPR ) domain .']"
1004,"[[(u'web search', u'Method'), (u'keywords', u'OtherScientificTerm'), (u'web pages', u'Material')], [(u'method', u'Generic'), (u'semantics', u'OtherScientificTerm')], [], [(u'search semantic', u'Method')], [(u'inference', u'Task')], [(u'semantic web', u'Method'), (u'formalized knowledge', u'OtherScientificTerm')], [(u'ontology', u'OtherScientificTerm')], [(u'method', u'Generic'), (u'search semantic', u'Task'), (u'ontology language DAML+OIL', u'Material')], [], []]","[[(u'web pages', u'USED-FOR', u'web search')], [], [], [], [], [], [(u'ontology', u'USED-FOR', u'inference')], [(u'method', u'USED-FOR', u'search semantic'), (u'ontology language DAML+OIL', u'USED-FOR', u'method'), (u'ontology language DAML+OIL', u'USED-FOR', u'search semantic')], [], []]","[u'Current web search mostly relies on the keywords in the web pages .', u'This method lacks of semantics ii many ways .', u""For example , a search for a person by the person 's name means to find the web pages that contain the text of the name ."", u'On the contrary , search semantic is to find the information about the person in the real world .', u'It is hard to achieve this goal in current content based web search engines because text is not useful during inference .', u'The semantic web brings semantic to current web with formalized knowledge and data that computers can process .', u'Therefore search can be benefit from the inference which is supported by ontology .', u'In this paper , we propose a novel method to enhance the search semantic using ontology language DAML+OIL .', u'Experiment shows preferable results comparing to the traditional search .', u'The conclusion and future work will also be discussed in this paper .']"
1005,"[[(u'semantic web', u'Method'), (u'ontology', u'OtherScientificTerm')], [(u'identifier', u'Generic')], [(u'problem', u'Generic'), (u'referential integrity', u'Metric'), (u'ontology-based knowledge service', u'Method')], [(u'coreference management service', u'Method'), (u'ontology', u'OtherScientificTerm')], [(u'ontology based knowledge service', u'Method'), (u'CoPs )', u'Method'), (u'coreference management system', u'Method')], [(u'approach', u'Generic'), (u'UK computer science departments', u'Material'), (u'generic web-accessible ontology', u'Method')]]","[[], [], [], [], [(u'heuristics', u'USED-FOR', u'coreference management system')], []]","[u'The diversity and distributed nature of the resources available in the semantic web poses significant challenges when these are used to help automatically build an ontology .', u'One persistent and pervasive problem is that of the resolution or elimination of coreference that arises when more than one identifier is used to refer to the same resource .', u'Tackling this problem is crucial for the referential integrity , and subsequently the quality of results , of any ontology-based knowledge service .', u'We have built a coreference management service to be used alongside the population and maintenance of an ontology .', u'An ontology based knowledge service that identifies communities of practice ( CoPs ) is also used to maintain the heuristics used in the coreference management system .', u'This approach is currently being applied in a large scale experiment harvesting resources from various UK computer science departments with the aim of building a large , generic web-accessible ontology .']"
1006,"[[(u""Mobile agents ' applications"", u'Task')], [(u'They', u'Generic')], [(u'mobile agents', u'Method'), (u'reasoning process', u'Method'), (u'detecting suspect situations', u'Task')], [(u'formal ontologies', u'OtherScientificTerm')], [(u'agent migration', u'Method'), (u'reasoning process', u'Method'), (u'ontologies', u'Generic')], [(u'reasoning', u'Generic'), (u'semantic web techniques', u'Method'), (u'mapping ontologies', u'Task')], [(u'mapping process', u'Method'), (u'semantic relations', u'OtherScientificTerm'), (u'ontologies concepts', u'OtherScientificTerm'), (u'adaptation policies', u'OtherScientificTerm')]]","[[], [], [(u'reasoning process', u'USED-FOR', u'mobile agents')], [(u'formal ontologies', u'USED-FOR', u""agents ' execution context"")], [], [(u'semantic web techniques', u'USED-FOR', u'reasoning'), (u'semantic web techniques', u'USED-FOR', u'mapping ontologies')], []]","[u""Mobile agents ' applications have to operate within environments having continuously changing execution conditions that are not easily predictable ."", u""They have to dynamically adapt to changes in their context resulting from other 's activities and resources variation ."", u'To be aware of their execution context , mobile agents require a formal and structured model of the context and a reasoning process for detecting suspect situations .', u""In this work , we use formal ontologies to model the agents ' execution context as well as its composing elements ."", u'After each agent migration , a reasoning process is carried out upon these ontologies to detect meaningful environmental changes .', u'This reasoning is based on semantic web techniques for mapping ontologies .', u'The output of the mapping process is a set of semantic relations among the ontologies concepts that will be used by the agent to trigger a reconfiguration of its structure according to some adaptation policies .']"
1007,"[[(u'Semantic Web', u'Method')], [], [(u'Web', u'Material')], [(u'data', u'Generic'), (u'central coordination', u'OtherScientificTerm'), (u'RDF', u'Method')], [(u'SECO system', u'Method'), (u'RDF files', u'OtherScientificTerm'), (u'Web', u'Material'), (u'coherent representation', u'Method'), (u'internal schema', u'OtherScientificTerm')], [(u'SECO', u'Method'), (u'software agents', u'Method'), (u'data repository', u'OtherScientificTerm')], [(u'RDF data', u'Material'), (u'SECO application', u'Task'), (u'RDF', u'Method'), (u'Web', u'Material')]]","[[], [], [], [], [], [(u'SECO', u'USED-FOR', u'software agents'), (u'SECO', u'USED-FOR', u'data repository')], [(u'Web', u'USED-FOR', u'RDF')]]","[u'The Semantic Web has motivated many communities to provide data in a machinereadable format .', u'However , the available data has not been utilized to far to the extent possible .', u'The data , which has been created by a large number of people , is dispersed across the Web .', u'Creating the data without central coordination results in RDF of varying quality and makes it obligatory to cleanse the collected data before integration .', u'The SECO system presented in this paper harvests RDF files from the Web and consolidates the different data sets into a coherent representation aligned along an internal schema .', u'SECO provides interfaces for humans to browse and for software agents to query the data repository .', u'In this paper , we describe the characteristics of RDF data available online , the architecture and implementation of the SECO application , and discuss some of the experienced gained while collecting and integrating RDF on the Web .']"
1008,"[[(u'Abstract Semantic annotation of named entities', u'Task'), (u'enriching unstructured content', u'Task'), (u'Semantic Web', u'Task'), (u'Natural Language Processing applications', u'Task')], [(u'them', u'Generic'), (u'knowledge base', u'Material')], [(u'hybrid method', u'Method'), (u'heuristics', u'Method'), (u'statistics', u'OtherScientificTerm'), (u'named entity disambiguation', u'Task')], [(u'disambiguation process', u'Method')], [(u'method', u'Generic')], [(u'approach', u'Generic'), (u'robust entity disambiguation system', u'Method')]]","[[], [], [(u'hybrid method', u'USED-FOR', u'named entity disambiguation'), (u'heuristics', u'CONJUNCTION', u'statistics'), (u'statistics', u'USED-FOR', u'hybrid method')], [], [], [(u'approach', u'USED-FOR', u'robust entity disambiguation system')]]","[u'Abstract Semantic annotation of named entities for enriching unstructured content is a critical step in development of Semantic Web and many Natural Language Processing applications .', u'To this end , this paper addresses the named entity disambiguation problem that aims at detecting entity mentions in a text and then linking them to entries in a knowledge base .', u'In this paper , we propose a hybrid method , combining heuristics and statistics , for named entity disambiguation .', u'The novelty is that the disambiguation process is incremental and includes several rounds that filter the candidate referents , by exploiting previously identified entities and extending the text by those entity attributes every time they are successfully resolved in a round .', u'Experiments are conducted to evaluate and show the advantages of the proposed method .', u'The experiment results show that our approach achieves high accuracy and can be used to construct a robust entity disambiguation system .']"
1009,"[[(u'Live Social Semantics', u'Method'), (u'social networking', u'Task')], [(u'application', u'Generic'), (u'Semantic Web', u'Material'), (u'online social networks', u'Method'), (u'face-to-face contact sensing platform', u'OtherScientificTerm')], [(u'real-world networking activities', u'Task')], [(u'application', u'Generic')], [(u'Live Social Semantics application', u'Task'), (u'Web 2.0 sources', u'Material'), (u'Profiles of Interest', u'OtherScientificTerm')], [(u'accuracy of profiles', u'Metric'), (u'external social networking sites', u'OtherScientificTerm'), (u'user questionnaires', u'OtherScientificTerm')]]","[[(u'Live Social Semantics', u'USED-FOR', u'social networking')], [(u'Semantic Web', u'USED-FOR', u'application'), (u'Semantic Web', u'USED-FOR', u'data'), (u'Semantic Web', u'CONJUNCTION', u'online social networks'), (u'online social networks', u'CONJUNCTION', u'face-to-face contact sensing platform')], [], [], [(u'Web 2.0 sources', u'USED-FOR', u'Profiles of Interest')], []]","[u'The Live Social Semantics is an innovative application that encourages and guides social networking between researchers at conferences and similar events .', u'The application integrates data from the Semantic Web , online social networks , and a face-to-face contact sensing platform .', u'It helps researchers to find like-minded and influential researchers , to identify and meet people in their community of practice , and to capture and later retrace their real-world networking activities .', u'The application was successfully deployed at two international conferences , attracting more than 300 users in total .', u'This paper describes the Live Social Semantics application , with a focus on how data from Web 2.0 sources can be used to automatically generate Profiles of Interest .', u'We evaluate and discuss the results of its two deployments , assessing the accuracy of profiles generated , the willingness to link to external social networking sites , and the feedback given through user questionnaires .']"
1010,"[[(u'music indexing and retrieval', u'Task')], [(u'music metadata', u'Material'), (u'retrieval methods', u'Method'), (u'classic indexing', u'Task'), (u'collaborative indexing', u'Task'), (u'social tagging', u'Task')], [(u'music information-seek ing behaviors', u'OtherScientificTerm')], [(u'music information', u'OtherScientificTerm'), (u'pay-for-music sites', u'Material'), (u'iTunes )', u'Material'), (u'radio stations', u'Material'), (u'blogs', u'Material'), (u'social networks', u'Method'), (u'MySpace', u'Material'), (u'YouTube', u'Material')], [(u'music information systems', u'Method')], [(u'indexing and retrieval modes', u'Method')], [(u'It', u'Generic'), (u'quantitative and qualitative approaches', u'Method')], [(u'research methodology', u'Generic'), (u'interviews', u'Material'), (u'online questionnaires', u'Material'), (u'semi-directed questionnaires', u'OtherScientificTerm')], [(u'evaluation', u'Generic'), (u'music information indexing', u'Task'), (u'Socio-Semantic Web context', u'OtherScientificTerm')]]","[[], [(u'music metadata', u'CONJUNCTION', u'classic indexing'), (u'music metadata', u'CONJUNCTION', u'collaborative indexing'), (u'classic indexing', u'CONJUNCTION', u'retrieval methods'), (u'classic indexing', u'CONJUNCTION', u'collaborative indexing'), (u'classic indexing', u'CONJUNCTION', u'social tagging'), (u'collaborative indexing', u'CONJUNCTION', u'retrieval methods'), (u'collaborative indexing', u'CONJUNCTION', u'social tagging')], [], [(u'pay-for-music sites', u'FEATURE-OF', u'music information'), (u'iTunes )', u'HYPONYM-OF', u'pay-for-music sites'), (u'iTunes )', u'CONJUNCTION', u'radio stations'), (u'radio stations', u'HYPONYM-OF', u'pay-for-music sites'), (u'radio stations', u'CONJUNCTION', u'blogs'), (u'radio stations', u'CONJUNCTION', u'social networks'), (u'blogs', u'HYPONYM-OF', u'pay-for-music sites'), (u'blogs', u'CONJUNCTION', u'social networks'), (u'blogs', u'CONJUNCTION', u'YouTube'), (u'MySpace', u'HYPONYM-OF', u'pay-for-music sites'), (u'MySpace', u'CONJUNCTION', u'YouTube'), (u'YouTube', u'HYPONYM-OF', u'pay-for-music sites'), (u'YouTube', u'HYPONYM-OF', u'social networks')], [(u'social web era', u'FEATURE-OF', u'music information systems')], [], [(u'quantitative and qualitative approaches', u'USED-FOR', u'It')], [(u'online questionnaires', u'USED-FOR', u'research methodology'), (u'online questionnaires', u'CONJUNCTION', u'semi-directed questionnaires')], [(u'evaluation', u'USED-FOR', u'music information indexing')]]","[u'This article will focus on music indexing and retrieval from different points of view .', u'Four elements will be examined : music metadata , indexing and retrieval methods ( classic indexing , collaborative indexing and social tagging ) , tools and users .', u'Regarding the users , we will look at their access modes , their possible participation in indexing , and their music information-seek ing behaviors .', u'Do they look for music information in pay-for-music sites ( iTunes ) , radio stations , blogs , or social networks ( MySpace , YouTube , etc ) ?', u'The question we raise is which music information systems would be suitable in a social web era .', u'An evaluation of the existing indexing and retrieval modes was conducted .', u'It was based on both quantitative and qualitative approaches .', u'Our research methodology used interviews , online questionnaires and semi-directed questionnaires .', u'We believe that the results of our evaluation will be useful for music information indexing in a Socio-Semantic Web context .']"
1011,"[[(u'Textual Knowledge Flow', u'Method'), (u'intelligent browsing', u'Task')], [], [(u'Element Fuzzy Cognitive Maps', u'Method'), (u'semantic influences of relations', u'OtherScientificTerm'), (u'E-FCMs library', u'Material')], [(u'semantic similarity', u'OtherScientificTerm')], [(u'TKF', u'Method'), (u""user 's browsing behavior"", u'OtherScientificTerm')], [(u'browsing path of topics', u'OtherScientificTerm'), (u'method', u'Generic')], [(u'TKF based topic browsing', u'Task'), (u'intelligent browsing', u'Task'), (u'knowledge grid', u'Task'), (u'semantic Web', u'Task')]]","[[], [], [], [], [], [], [(u'TKF based topic browsing', u'USED-FOR', u'intelligent browsing'), (u'intelligent browsing', u'CONJUNCTION', u'knowledge grid'), (u'intelligent browsing', u'CONJUNCTION', u'semantic Web'), (u'knowledge grid', u'CONJUNCTION', u'semantic Web')]]","[u'Textual Knowledge Flow ( TKF ) provides an effective technique and theoretical support for intelligent browsing .', u'In order to realize the intelligent browsing of topics in Web or Library , TKF based intelligent browsing of topics is proposed .', u'Firstly , topics are represented by Element Fuzzy Cognitive Maps ( E-FCMs ) ; then semantic values of concepts and semantic influences of relations are calculated based on their frequencies and weights in E-FCMs library .', u'Thirdly , semantic similarity degrees between topics are calculated for building the Semantic Link Network ( SLN ) .', u""Fourthly , with the help of SLN and user 's demand , TKF between similar topics is activated as browsing path of topics to guide user 's browsing behavior ."", u'Experimental results show that the browsing path of topics is easy to be built by the proposed method .', u'TKF based topic browsing has a brilliant perspective in the applications of intelligent browsing , knowledge grid and semantic Web .']"
1012,"[[(u'ontology-based approach', u'Method'), (u'data quality inference', u'Task'), (u'streaming observation data', u'Material'), (u'large-scale sensor networks', u'Method')], [(u'approach', u'Generic'), (u'river basin monitoring program', u'Method'), (u'Intelligent River', u'Material')], [(u'methods', u'Generic'), (u'data quality evaluation', u'Task'), (u'ontology-based inference methods', u'Method')], [(u'architecture', u'Generic'), (u'semantic inference', u'OtherScientificTerm'), (u'publish/subscribe messaging middleware', u'Method'), (u'data quality inference', u'Task'), (u'real-time data streams', u'Material')], [(u'semantic web software framework', u'Method')], [(u'sensor data traffic rates', u'Metric'), (u'inference software agents', u'Method')], [(u'data quality inference', u'Task'), (u'semantic sensor network paradigm', u'Method'), (u'large-scale sensor networks', u'Method')]]","[[(u'ontology-based approach', u'USED-FOR', u'data quality inference'), (u'large-scale sensor networks', u'USED-FOR', u'ontology-based approach')], [(u'river basin monitoring program', u'EVALUATE-FOR', u'approach'), (u'Intelligent River', u'HYPONYM-OF', u'river basin monitoring program')], [(u'methods', u'USED-FOR', u'data quality evaluation'), (u'methods', u'COMPARE', u'ontology-based inference methods')], [(u'semantic inference', u'PART-OF', u'publish/subscribe messaging middleware')], [], [], [(u'semantic sensor network paradigm', u'USED-FOR', u'data quality inference'), (u'semantic sensor network paradigm', u'USED-FOR', u'large-scale sensor networks')]]","[u'This paper presents an ontology-based approach for data quality inference on streaming observation data originating from large-scale sensor networks .', u'We evaluate this approach in the context of an existing river basin monitoring program called the Intelligent River .', u'Our current methods for data quality evaluation are compared with the ontology-based inference methods described in this paper .', u'We present an architecture that incorporates semantic inference into a publish/subscribe messaging middleware , allowing data quality inference to occur on real-time data streams .', u'Our preliminary benchmark results indicate delays of 100ms for basic data quality checks based on an existing semantic web software framework .', u'We demonstrate how these results can be maintained under increasing sensor data traffic rates by allowing inference software agents to work in parallel .', u'These results indicate that data quality inference using the semantic sensor network paradigm is viable solution for data intensive , large-scale sensor networks .']"
1013,"[[(u'service-oriented architectures', u'Method')], [(u'QoS contracts', u'OtherScientificTerm'), (u'SLA', u'Method'), (u'service level agreement', u'Metric')], [(u'SLA-related models', u'Method')], [(u'SLA', u'Method')], [(u'SLA obligations', u'OtherScientificTerm'), (u'model', u'Generic')], [(u'SLA monitoring process', u'Method')], [(u'model', u'Generic'), (u'semantic-enabled QoS obligations monitors', u'Task')], [(u'prototype', u'Generic'), (u'model', u'Generic'), (u'monitoring approach', u'Method')], [(u'SLA management process', u'Method')]]","[[], [], [], [], [], [], [(u'model', u'USED-FOR', u'semantic-enabled QoS obligations monitors')], [(u'prototype', u'USED-FOR', u'model')], []]","[u'Specifying clear quality of service ( QoS ) agreements between service providers and consumers is particularly important for the successful deployment of service-oriented architectures .', u'The related challenges include correctly elaborating and monitoring QoS contracts ( SLA : service level agreement ) to detect and handle their violations .', u'In this paper , first , we study and analyze existing SLA-related models .', u'Then , we elaborate a complete , generic and semantically richer ontology-based model of SLA .', u'We used the Semantic Web Rule Language ( SWRL ) to express SLA obligations in our model .', u'This language facilitates the SLA monitoring process and the eventual action triggering in case of violations .', u'We used this model to automatically generate semantic-enabled QoS obligations monitors .', u'We have also developed a prototype to validate our model and our monitoring approach .', u'Finally , we believe that this work is a step ahead to the total automation of the SLA management process .']"
